Frequency ,Date,Rank,Player,Source,
Weekly,2024-05-27,16,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1795017105433379307/photo/1,
Weekly,2024-05-27,17,Farida Mohamed,https://x.com/PSASquashTour/status/1795017105433379307/photo/1,
Weekly,2024-05-27,18,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1795017105433379307/photo/1,
Weekly,2024-05-27,19,Nada Abbas,https://x.com/PSASquashTour/status/1795017105433379307/photo/1,
Weekly,2024-05-27,20,Hollie Naughton,https://x.com/PSASquashTour/status/1795017105433379307/photo/1,
Weekly,2024-06-03,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,2,Nouran Gohar,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,4,Olivia Weaver,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,5,Georgina Kennedy,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,6,Nele Gilis,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,7,Nour El Tayeb,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,8,Tinne Gilis,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,9,Rowan Elaraby,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,10,Sivasangari Subramaniam,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,11,Amanda Sobhy,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,12,Salma Hany,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,13,Amina Orfi,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,14,Sabrina Sobhy,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,15,Satomi Watanabe,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,16,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,17,Farida Mohamed,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,18,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,19,Nada Abbas,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-03,20,Hollie Naughton,https://x.com/PSASquashTour/status/1797552249297899639/photo/1,
Weekly,2024-06-10,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,2,Nouran Gohar,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,4,Nour El Tayeb,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,5,Nele Gilis,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,6,Olivia Weaver,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,8,Tinne Gilis,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,9,Rowan Elaraby,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,10,Sivasangari Subramaniam,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,11,Amanda Sobhy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,12,Salma Hany,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,13,Amina Orfi,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,14,Satomi Watanabe,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,15,Sabrina Sobhy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,16,Farida Mohamed,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,17,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,18,Nada Abbas,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,19,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-10,20,Hollie Naughton,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,2,Nouran Gohar,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,4,Nour El Tayeb,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,5,Nele Gilis,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,6,Olivia Weaver,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,8,Tinne Gilis,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,9,Rowan Elaraby,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,10,Sivasangari Subramaniam,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,11,Amanda Sobhy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,12,Salma Hany,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,13,Amina Orfi,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,14,Satomi Watanabe,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,15,Sabrina Sobhy,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,16,Farida Mohamed,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,17,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,18,Nada Abbas,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,19,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-17,20,Hollie Naughton,https://x.com/PSASquashTour/status/1802627467976339667/photo/1,
Weekly,2024-06-24,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,2,Nouran Gohar,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,4,Nour El Tayeb,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,5,Nele Gilis,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,6,Olivia Weaver,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,8,Tinne Gilis,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,9,Rowan Elaraby,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,10,Sivasangari Subramaniam,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,11,Amanda Sobhy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,12,Salma Hany,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,13,Amina Orfi,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,14,Satomi Watanabe,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,15,Sabrina Sobhy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,16,Farida Mohamed,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,17,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,18,Nada Abbas,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,19,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-06-24,20,Hollie Naughton,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,2,Nouran Gohar,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,4,Nour El Tayeb,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,5,Nele Gilis,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,6,Olivia Weaver,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,8,Tinne Gilis,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,9,Rowan Elaraby,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,10,Sivasangari Subramaniam,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,11,Amanda Sobhy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,12,Salma Hany,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,13,Amina Orfi,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,14,Satomi Watanabe,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,15,Sabrina Sobhy,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,16,Farida Mohamed,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,17,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,18,Nada Abbas,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,19,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-01,20,Hollie Naughton,https://x.com/PSASquashTour/status/1807715275724214771/photo/1,
Weekly,2024-07-08,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,2,Nouran Gohar,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,4,Nour El Tayeb,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,5,Nele Gilis,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,6,Olivia Weaver,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,8,Tinne Gilis,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,9,Rowan Elaraby,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,10,Sivasangari Subramaniam,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,11,Amanda Sobhy,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,12,Salma Hany,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,13,Amina Orfi,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,14,Satomi Watanabe,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,15,Sabrina Sobhy,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,16,Farida Mohamed,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,17,Fayrouz Aboelkheir,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,18,Nada Abbas,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,19,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-08,20,Hollie Naughton,https://x.com/PSASquashTour/status/1810237493381308553/photo/1,
Weekly,2024-07-15,1,Nour El Sherbini,end of season frozen rankings,
Weekly,2024-07-15,2,Nouran Gohar,,
Weekly,2024-07-15,3,Hania El Hammamy,,
Weekly,2024-07-15,4,Nour El Tayeb,,
Weekly,2024-07-15,5,Nele Gilis,,
Weekly,2024-07-15,6,Olivia Weaver,,
Weekly,2024-07-15,7,Georgina Kennedy,,
Weekly,2024-07-15,8,Tinne Gilis,,
Weekly,2024-07-15,9,Rowan Elaraby,,
Weekly,2024-07-15,10,Sivasangari Subramaniam,,
Weekly,2024-07-15,11,Amanda Sobhy,,
Weekly,2024-07-15,12,Salma Hany,,
Weekly,2024-07-15,13,Amina Orfi,,
Weekly,2024-07-15,14,Satomi Watanabe,,
Weekly,2024-07-15,15,Sabrina Sobhy,,
Weekly,2024-07-15,16,Farida Mohamed,,
Weekly,2024-07-15,17,Fayrouz Aboelkheir,,
Weekly,2024-07-15,18,Nada Abbas,,
Weekly,2024-07-15,19,Sarah-Jane Perry,,
Weekly,2024-07-15,20,Hollie Naughton,,
Weekly,2024-07-22,1,Nour El Sherbini,,
Weekly,2024-07-22,2,Nouran Gohar,,
Weekly,2024-07-22,3,Hania El Hammamy,,
Weekly,2024-07-22,4,Nour El Tayeb,,
Weekly,2024-07-22,5,Nele Gilis,,
Weekly,2024-07-22,6,Olivia Weaver,,
Weekly,2024-07-22,7,Georgina Kennedy,,
Weekly,2024-07-22,8,Tinne Gilis,,
Weekly,2024-07-22,9,Rowan Elaraby,,
Weekly,2024-07-22,10,Sivasangari Subramaniam,,
Weekly,2024-07-22,11,Amanda Sobhy,,
Weekly,2024-07-22,12,Salma Hany,,
Weekly,2024-07-22,13,Amina Orfi,,
Weekly,2024-07-22,14,Satomi Watanabe,,
Weekly,2024-07-22,15,Sabrina Sobhy,,
Weekly,2024-07-22,16,Farida Mohamed,,
Weekly,2024-07-22,17,Fayrouz Aboelkheir,,
Weekly,2024-07-22,18,Nada Abbas,,
Weekly,2024-07-22,19,Sarah-Jane Perry,,
Weekly,2024-07-22,20,Hollie Naughton,,
Weekly,2024-07-29,1,Nour El Sherbini,,
Weekly,2024-07-29,2,Nouran Gohar,,
Weekly,2024-07-29,3,Hania El Hammamy,,
Weekly,2024-07-29,4,Nour El Tayeb,,
Weekly,2024-07-29,5,Nele Gilis,,
Weekly,2024-07-29,6,Olivia Weaver,,
Weekly,2024-07-29,7,Georgina Kennedy,,
Weekly,2024-07-29,8,Tinne Gilis,,
Weekly,2024-07-29,9,Rowan Elaraby,,
Weekly,2024-07-29,10,Sivasangari Subramaniam,,
Weekly,2024-07-29,11,Amanda Sobhy,,
Weekly,2024-07-29,12,Salma Hany,,
Weekly,2024-07-29,13,Amina Orfi,,
Weekly,2024-07-29,14,Satomi Watanabe,,
Weekly,2024-07-29,15,Sabrina Sobhy,,
Weekly,2024-07-29,16,Farida Mohamed,,
Weekly,2024-07-29,17,Fayrouz Aboelkheir,,
Weekly,2024-07-29,18,Nada Abbas,,
Weekly,2024-07-29,19,Sarah-Jane Perry,,
Weekly,2024-07-29,20,Hollie Naughton,,
Weekly,2024-08-05,1,Nour El Sherbini,,
Weekly,2024-08-05,2,Nouran Gohar,,
Weekly,2024-08-05,3,Hania El Hammamy,,
Weekly,2024-08-05,4,Nour El Tayeb,,
Weekly,2024-08-05,5,Nele Gilis,,
Weekly,2024-08-05,6,Olivia Weaver,,
Weekly,2024-08-05,7,Georgina Kennedy,,
Weekly,2024-08-05,8,Tinne Gilis,,
Weekly,2024-08-05,9,Rowan Elaraby,,
Weekly,2024-08-05,10,Sivasangari Subramaniam,,
Weekly,2024-08-05,11,Amanda Sobhy,,
Weekly,2024-08-05,12,Salma Hany,,
Weekly,2024-08-05,13,Amina Orfi,,
Weekly,2024-08-05,14,Satomi Watanabe,,
Weekly,2024-08-05,15,Sabrina Sobhy,,
Weekly,2024-08-05,16,Farida Mohamed,,
Weekly,2024-08-05,17,Fayrouz Aboelkheir,,
Weekly,2024-08-05,18,Nada Abbas,,
Weekly,2024-08-05,19,Sarah-Jane Perry,,
Weekly,2024-08-05,20,Hollie Naughton,,
Weekly,2024-08-12,1,Nour El Sherbini,,
Weekly,2024-08-12,2,Nouran Gohar,,
Weekly,2024-08-12,3,Hania El Hammamy,,
Weekly,2024-08-12,4,Nour El Tayeb,,
Weekly,2024-08-12,5,Nele Gilis,,
Weekly,2024-08-12,6,Olivia Weaver,,
Weekly,2024-08-12,7,Georgina Kennedy,,
Weekly,2024-08-12,8,Tinne Gilis,,
Weekly,2024-08-12,9,Rowan Elaraby,,
Weekly,2024-08-12,10,Sivasangari Subramaniam,,
Weekly,2024-08-12,11,Amanda Sobhy,,
Weekly,2024-08-12,12,Salma Hany,,
Weekly,2024-08-12,13,Amina Orfi,,
Weekly,2024-08-12,14,Satomi Watanabe,,
Weekly,2024-08-12,15,Sabrina Sobhy,,
Weekly,2024-08-12,16,Farida Mohamed,,
Weekly,2024-08-12,17,Fayrouz Aboelkheir,,
Weekly,2024-08-12,18,Nada Abbas,,
Weekly,2024-08-12,19,Sarah-Jane Perry,,
Weekly,2024-08-12,20,Hollie Naughton,,
Weekly,2024-08-19,1,Nour El Sherbini,,
Weekly,2024-08-19,2,Nouran Gohar,,
Weekly,2024-08-19,3,Hania El Hammamy,,
Weekly,2024-08-19,4,Nour El Tayeb,,
Weekly,2024-08-19,5,Nele Gilis,,
Weekly,2024-08-19,6,Olivia Weaver,,
Weekly,2024-08-19,7,Georgina Kennedy,,
Weekly,2024-08-19,8,Tinne Gilis,,
Weekly,2024-08-19,9,Rowan Elaraby,,
Weekly,2024-08-19,10,Sivasangari Subramaniam,,
Weekly,2024-08-19,11,Amanda Sobhy,,
Weekly,2024-08-19,12,Salma Hany,,
Weekly,2024-08-19,13,Amina Orfi,,
Weekly,2024-08-19,14,Satomi Watanabe,,
Weekly,2024-08-19,15,Sabrina Sobhy,,
Weekly,2024-08-19,16,Farida Mohamed,,
Weekly,2024-08-19,17,Fayrouz Aboelkheir,,
Weekly,2024-08-19,18,Nada Abbas,,
Weekly,2024-08-19,19,Sarah-Jane Perry,,
Weekly,2024-08-19,20,Hollie Naughton,,
Weekly,2024-08-26,1,Nour El Sherbini,,
Weekly,2024-08-26,2,Nouran Gohar,,
Weekly,2024-08-26,3,Hania El Hammamy,,
Weekly,2024-08-26,4,Nour El Tayeb,,
Weekly,2024-08-26,5,Nele Gilis,,
Weekly,2024-08-26,6,Olivia Weaver,,
Weekly,2024-08-26,7,Georgina Kennedy,,
Weekly,2024-08-26,8,Tinne Gilis,,
Weekly,2024-08-26,9,Rowan Elaraby,,
Weekly,2024-08-26,10,Sivasangari Subramaniam,,
Weekly,2024-08-26,11,Amanda Sobhy,,
Weekly,2024-08-26,12,Salma Hany,,
Weekly,2024-08-26,13,Amina Orfi,,
Weekly,2024-08-26,14,Satomi Watanabe,,
Weekly,2024-08-26,15,Sabrina Sobhy,,
Weekly,2024-08-26,16,Farida Mohamed,,
Weekly,2024-08-26,17,Fayrouz Aboelkheir,,
Weekly,2024-08-26,18,Nada Abbas,,
Weekly,2024-08-26,19,Sarah-Jane Perry,,
Weekly,2024-08-26,20,Hollie Naughton,,
Weekly,2024-09-02,1,Nour El Sherbini,,
Weekly,2024-09-02,2,Nouran Gohar,,
Weekly,2024-09-02,3,Hania El Hammamy,,
Weekly,2024-09-02,4,Nour El Tayeb,,
Weekly,2024-09-02,5,Nele Gilis,,
Weekly,2024-09-02,6,Olivia Weaver,,
Weekly,2024-09-02,7,Georgina Kennedy,,
Weekly,2024-09-02,8,Tinne Gilis,,
Weekly,2024-09-02,9,Rowan Elaraby,,
Weekly,2024-09-02,10,Sivasangari Subramaniam,,
Weekly,2024-09-02,11,Amanda Sobhy,,
Weekly,2024-09-02,12,Salma Hany,,
Weekly,2024-09-02,13,Amina Orfi,,
Weekly,2024-09-02,14,Satomi Watanabe,,
Weekly,2024-09-02,15,Sabrina Sobhy,,
Weekly,2024-09-02,16,Farida Mohamed,,
Weekly,2024-09-02,17,Fayrouz Aboelkheir,,
Weekly,2024-09-02,18,Nada Abbas,,
Weekly,2024-09-02,19,Sarah-Jane Perry,,
Weekly,2024-09-02,20,Hollie Naughton,,
Weekly,2024-09-09,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,2,Nouran Gohar,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,4,Olivia Weaver,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,5,Nele Gilis,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,6,Georgina Kennedy,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,7,Tinne Gilis,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,8,Rowan Elaraby,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
Weekly,2024-09-09,9,Amanda Sobhy,https://x.com/PSASquashTour/status/1833084797175906758/photo/1,
